Publish date,Text,Title,URL,Publish data
,,,,
2011-02-10T10:47:00+00:00,"Afviste asylansøgere holdes bag lås og slå på det lukkede Ellebæk ved Sandholm, mens de venter på hjemsendelse. Selv om de ikke er kriminelle. De venter på ubestemt tid i måneder og halve år på at blive hjemsendt. Flere asylansøgerne har store psykiske problemer og traumer efter eksempelvis at have været udsat for tortur. De danske myndigheder gør ikke nok for at sikre sig, at de psykisk syge asylansøgere ikke ender i fængsel. Dermed bryder de danske myndigheder menneskerettighederne. Ifølge Menneskeretskonventionen har Danmark pligt til at sikre, at særligt sårbare mennesker ikke bliver sat i fængsel. Det forklarer Peter Vedel Kessing, jurist på institut for menneskerettigheder. - Man skal sikre sig, at de mennesker der kommer ind at sidde, kan tåle at sidde inde, siger Peter Vedel Kessing til DR's P1. Myndighederne gør slet ikke nok for at sikre sig, at psykisk syge og andre sårbare grupper ikke ender bag tremmer. DR har fundet flere konkrete eksempler på mennesker, der ikke burde sidde i fængsel, men som alligevel har siddet i Ellebæk. Vicepolitimester Ole Andersen er leder af rigspolitiets nationale udlændingecenter og er ansvarlig for udsendelse af afviste asylansøgere. Når Ole Andersen og hans kolleger frihedsberøver en afvist asylansøger sker det uden at vide om den frihedsberøvede, kan tåle at sidde inde. - Vi har sjældent sagen fulgt oplyst, når vi foretager en frihedsberøvelse. Det tager tid, og det vil typisk ske hen ad vejen, siger Ole Andersen til DR's P1. Politiet forholder sig altså ikke til, om den de spærrer inde, for eksempel er et tortur-offer, der har klaustrofobi og ikke kan tåle at være spærret inde. - Vi forholder os til, at asylansøgerens ansøgning typisk er blevet afvist, og at personen dermed befinder sig i en udsendelsesposition, siger Ole Andersen. Derfor vil Ole Andersen heller ikke afvise, at det kan forekomme, at man nu og i fremtiden spærrer folk inde, der har en lægefaglig vurdering, hvoraf det klart fremgår, at personen ikke kan tåle at være frihedsberøvet. Politiet henter jævnligt asylsøgerne direkte fra den særlige omsorgsafdeling i Kongelunden for psykisk syge asylsøgere. Men heller ikke i de tilfælde, undersøger politiet asylsøgernes sundhedstilstand, inden de sætter dem i dent lukkede asylfængsel. Det erkender den asnvarlige i Rigspolitiet, Ole Andersen, overfor DR's P1. Amnesty International opfordrer politikerne til at lave screeningsregler, så ikke alle afviste asylsøgere ender i fængslet. - Vi har eksempler på folk, som har fået forværret deres psykiske tilstand ved at sidde i Ellebæk. Der ikke meget at betænke sig over andet end at udtænke nogle bedre screeningsregler for, hvem man placerer bag tremmer, siger pressechef i Amnesty international Ole Hoff-lund.",Danmark bryder menneskerettighederne systematisk,http://dr.dk/nyheder/indland/danmark-bryder-menneskerettighederne-systematisk,2011-02-10 10:47:00+00:00
2011-03-18T14:59:20+00:00,"Aktivisterne bag Asylbureau er i Østre Landsret blevet frifundet i en sag om brud på Udlændingeloven. I byretten blev formuen på 308.000 kroner konfiskeret, og Asylbureau, der er Kirkeasyls vikarfirma, fik en bøde på 10.000 kroner for at skaffe arbejde til afviste asylansøgere, så de kunne få lovligt - midlertidigt - ophold. Det skete på baggrund af den såkaldte beløbsordning, der sikrer ophold til folk, der ansættes til en løn på mindst 31.000 kroner om måneden. - Dommen er en stor sejr for det mellemfolkelige og solidariske asylpolitiske arbejde i Danmark, og en kæmpe begmand til de politikere, der har forsøgt at stemple Kirkeasyl og de mange tusinde aktivister som kriminelle, siger Jakob Tamsmark, talsperson for Asylbureau. Som følge af den oprindelige beslaglæggelse måtte Asylbureau indstille sine aktiviteter. Nu får man pengene tilbage, men der er dog ingen planer om at starte virksomheden op igen. Pengene vil blive brugt til nye asylpolitiske aktiviteter, siger Jakob Tamsmark.",Frikendt for at skaffe job til afviste asylsansøgere,http://dr.dk/nyheder/indland/frikendt-skaffe-job-til-afviste-asylsansoegere,2011-03-18 14:59:20+00:00
2011-02-10T14:36:00+00:00,"En advokat, der har forsvaret hundredvis af afviste asylansøgere, giver ikke meget for den retshandling, der foregår i retten i Hillerød. - Jeg oplever, at det er rent teater eller cirkus at møde i retten i Hillerød til fristforlængelser, siger Kåre Traberg til DR Nyheder. Den danske lovgivning foreskriver, at en frihedsberøvet hver fjerde uge skal stilles for en dommer for at prøve, om han eller hun fortsat skal være varetægtsfængslet eller frihedsberøvet. Advokat Kåre Traberg har forsvaret hundredvis af afviste asylansøgere der, mens de venter på hjemsendelse, er spærret i Ellebæk, som er et fængsel for afviste asylansøgere. De sidste mange år har Kåre Traberg kun få gange oplevet, at en klient blev løsladt, og det har ikke været som et reelt resultat af retshandlingen. - Vi taler om en eller to gange de sidste mange år, hvor en dommer har løsladt en klient. Og i de tilfælde har det været aftalt op til retsmødet, så det har været en ren administrativ formalitet at løslade klienten, siger Traberg. - Kendelsen lyder altid ""fortsat frihedsberøvelse i fire uger eller fortsat varetægtsfængsling"", uddyber Kåre Traberg. Advokaten med den store erfaring på området efterlyser en reel retshandling i stedet for det teater, der udspiller sig i retten. - Det er ren effektuering, det der sker. Der foregår ingen sagsbehandling fra dommerens side, med det skal se ud som om, at der har været en dommer ind over. Politiet kunne lige så godt skrive til mig, at manden fortsat skal være fængslet, siger Traberg. Det cirkus Kåre Traberg oplever gang på gang i retten i Hillerød, ønsker han indstillet, for sine klienters skyld. - Vi bør se på om domstolen skal skæres væk, så vi kalder en spade for en spade. Eller om vi skal tildele dommeren den indflydelse han bør have, hvor han reelt vurderer, om klienten skal være fængslet eller ej.",Advokat: Retten i Hillerød er ren teater,http://dr.dk/nyheder/indland/advokat-retten-i-hilleroed-er-ren-teater,2011-02-10 14:36:00+00:00
2011-01-24T12:30:00+00:00,"Dansk Røde Kors vil gerne hjælpe grækerne med at forbedre forholdene for asylansøgere, som integrationsminister Birthe Rønn Hornbech har opfordret dem til. Grækenland har ikke kræfterne selvDet skulle i såfald ske i samarbejde med Græsk Røde Kors. - Det er helt tydeligt, at Grækenland ikke har kræfterne og økonomien til at bygge det her asylsystem op, så de må have hjælp, siger asylchef i Dansk Røde Kors, Anne la Cour Vågen Asylansøgere udsat for politivold Ifølge Anne la Cour Vågen lever asylansøgerne på nuværende tidspunkt under forfærdelige vilkår. - Det er helt forfædeligt. Asylsystemet er brudt sammen på den måde, at folk ikke får tag over hovedet, ikke noget mad, ingen hjælp til behandling af sager, tilfældige fængslinger og de bliver udsat for vold af politiet, siger Anne la Cour Vågen. Helt konkret vil Dansk Røde Kors hjælpe grækerne med opbygning af modtagecentre og tilbyde sin ekspertise inden for psykologhjælp, skolegang og sundhedsområdet EU-korrespondent for DR, Ole Ryborg, har fulgt situationen i Grækenland tæt, og han ser ikke tegn på bedring, selvom EU har givet grækerne 70 millioner kroner i støtte, sendt eksperter afsted til bevogtning af grænser og hjulpet med opbygningen af et moderne asylsystem. - Den her EU-indsats, man har sat i gang, den er sat til at vare seks måneder, men der er ikke nogen som regner med, at Grækenland vil være i stand til at håndtere det her, før tidligst i udgangen af i år, siger Ole Ryborg.",Røde Kors: Græsk asylsystem brudt sammen,http://dr.dk/nyheder/indland/roede-kors-graesk-asylsystem-brudt-sammen,2011-01-24 12:30:00+00:00
2011-02-10T07:40:00+00:00,"I Norge skal asylansøgere tvinges til at se en film om homoseksuelle. Formålet er at fortælle om de vide rammer, samfundet har. Det norske udlændingedirektorat har bestilt en særlig film til formålet og den skal være tilgængelig på 13 forskellige sprog. Vi vil vise, at homoseksualitet er normalt og acceptabelt. Vil man leve i Norge og være en del af det norske samfund, må man acceptere det, siger filmens instruktør Mari Finnestad. Filmen fortæller blandt andet om en homoseksuel indvandrer og et gift lesbisk par med børn. Filmen skal forebygge diskriminering og skabe bedre forståelse for norske forhold. Vi vil have det frem, som er normalt og accepteret, og vi vil understrege, at lovgivningen beskytter det enkelte menneske, siger instruktøren. Mari Finnestad påpeger, at det også er et mål med filmen at fortælle homoseksuelle, som endnu ikke er ""sprunget ud"", at der findes en organisation, som kan hjælpe dem. Mange asylsøgere kommer fra konservative samfund, der befinder sig der, hvor Norge var for 30 eller 40 år siden. Jan Harsem er leder af den kristne interessegruppe Cekem Scandinavia. Han mener at, filmen kan nedvurdere asylsøgere, fordi den ikke fortæller, at dens indhold også er kontroversielt i Norge.",Norske asylsøgere skal se homofilm,http://dr.dk/nyheder/udland/norske-asylsoegere-skal-se-homofilm,2011-02-10 07:40:00+00:00
2010-10-04T11:11:00+00:00,"Vikarbureauet Asylbureau Aps er blevet dømt for at have overtrådt både udlændinge- og straffeloven. Bureauet blev oprettet for at skaffe 287 afviste irakiske asylansøgere arbejde. Det skete efter at et større antal afviste asylansøgere forsøgte at undgå udvisning ved at tage ophold i Brorsons Kirke på Nørrebro i København. Byretten har fastsat straffen til en bøde på 10.000 kroner. Samtidig konfiskeres vikarbureauets formue på 308.000 kroner, som politiet beslaglagde i oktober sidste år, og bureauet skal også betale sagens omkostninger. - Det er rigeligt bekræftet, at Asylbureau har haft til hensigt ulovligt at beskæftige og aflønne irakerne. Viljen til at skaffe dem arbejde var der, og når viljen er der, kan man dømme for forsøg, sagde anklager Elisabeth Boserup i sin procedure. Derimod forsøgte forsvarsadvokat Christan Dahlager at argumentere for, at Asylbureaus forsøg på at skaffe de afviste asylansøgere et arbejde var fuldt lovligt. Vikarbureauet søgte nemlig om tilladelse via den såkaldte beløbsordning, hvor udlændinge kan tilbydes job i Danmark, hvis lønnen er mindst 31.500 kroner om måneden og Udlændingeservice godkender ansættelsen. Ifølge Dahlager var syv asylansøgere i spil til et job hos Asylbureau i første omgang, men kun på en betinget kontrakt, der forudsatte Udlændingeservices godkendelse. Godkendelsen nåede dog aldrig sagsbehandlingen, da de syv kandidater få dage senere blev deporteret ud af landet. - Derfor er det lidt besynderligt, at min klient sidder her på anklagebænken i dag, sagde Dahlager under sagen. Asylbureau aps. har meddelt, at dommen ankes.",Asylbureau dømt i byretten,http://dr.dk/nyheder/indland/asylbureau-doemt-i-byretten,2010-10-04 11:11:00+00:00
2010-11-11T05:50:00+00:00,"Det er langtfra sikkert, at en ekstra pose penge og et stærkt politisk ønske er nok til at sende afviste asylansøgere hurtigere hjem. For ifølge Rigspolitiet, der står for hjemsendelserne, er det ikke så enkelt, som politikerne gør det til. I finansloven for næste år vil regeringen og Dansk Folkeparti således styrke Rigspolitiets udsendelsesarbejde med en specialenhed i Integrationsministeriet til otte millioner kroner årligt. - Vi kan ikke bare sende folk ud. Hjemlandene skal jo også acceptere de hjemsendte som statsborgere, og i nogle lande er det vanskeligt, siger Christen Østergaard, der er chef for Nationalt Udlændingecenter i Rigspolitiet. Der er i 2010 sket en stigning i antallet af afviste asylansøgere, som ikke frivilligt vil forlade Danmark og nu befinder sig i såkaldt udsendelsesposition. - Men selv om vi fik 1000 mand nu og her, så er der en lang række problemstillinger, som vi skal have på plads først, siger Christen Østergaard. Venstres integrationsordfører Karsten Lauritzen mener imidlertid, at Rigspolitiet tager helt fejl i sin vurdering. Processen kan sagtens speedes op, fastslår han. - Situationen i dag er ikke acceptabel. Der går alt for lang tid, og det er bestemt muligt at forbedre procedurer, også i Rigspolitiets Udlændingeafdeling, siger Karsten Lauritzen.",Politiet undsiger hurtigere udvisning,http://dr.dk/nyheder/indland/politiet-undsiger-hurtigere-udvisning,2010-11-11 05:50:00+00:00
2010-07-16T14:34:51+00:00,"Danmark fortsætter med at sende asylansøgere retur til Grækenland. Det fastslår integrationsminister Birthe Rønn Hornbech, selv om Den Europæiske Menneskerettighedsdomstol har fået politiet til at tilbageholde tre asylansøgere i Danmark med henvisning til den såkaldte Regel 39. Ifølge Birthe Rønn Hornbech er det imidlertid afgørende, at der ikke er faldet dom i sagerne ved Menneskerettighedsdomstolen. - Der bliver ikke ændret noget i praksis. Der er ikke tale om en dom, men om en opsættende virkning med hensyn til en konkret sag. Sagens indhold er der ikke taget stilling til hos domstolen, siger integrationsministeren. Socialdemokraterne og Dansk Flygtningehjælp mener dog, at risikoen for asylansøgere, der bliver sendt retur til Grækenland, er for stor. Generalsekretær for Dansk Flygtningehjælp, Andreas Kamm, forstår ikke ministerens holdning. - Der er en kraftig indikation af, at det er risikofyldt at sende asylansøgere hjem til Grækenland nu. Jeg kan ikke forstå, at man kan fastholde den form for praksis. Det er jo reelt at tage asylansøgerne som gidsler, siger Andreas Kamm. Han understreger, at Grækenland i forvejen slet ikke har kapacitet til så mange asylansøgere. Som det ser ud nu, har landet 1000 pladser på asylcentre til over 20.000 asylansøgere. Den socialdemokratiske ordfører Henrik Dam Kristensen er enig i, at integrationsministeren må tage affære. Han ønsker dog også, at man lægger pres på EU-Kommissionen i forhold til at få rettet op på asylproblemerne i Grækenland. - Det er ikke rimeligt, at Birthe Rønn Hornbech ikke tager det op på EU-plan. Grækenland er ikke gode nok til at administrere asylproblemerne. Det europæiske fællesskab må tage sig af det og få styr på området, siger Henrik Dam Kristensen.",Birthe Rønn fastholder asylpolitik,http://dr.dk/nyheder/politik/birthe-roenn-fastholder-asylpolitik,2010-07-16 14:34:51+00:00
2010-08-12T12:54:00+00:00,"Natten mellem torsdag og fredag er det et år siden, at politiet trængte ind i Brorsons Kirke på Nørrebro i København og anholdt 17 irakiske mænd. Aktionen kom som følge af den aftale, som Danmark 13. maj 2009 indgår med Irak om, at i alt 282 irakiske asylsøgere kan sendes hjem. I tiden efter aftalen tager cirka 20 afviste irakere, der ønsker at få deres asylsager genåbnet, ophold først i Vor Frue Kirke, senere i Brorsons Kirken. Cirka 70 mænd, kvinder og børn befinder sig i Brorsons Kirke, da politiet ved 01.30-tiden natten til d. 13. august indleder deres aktion. - Målet er ikke at rydde kirken helt, men de vil have fat i 10-15 unge mænd, siger talsmand for politiet, Flemming Steen Munch, i timerne efter anholdelserne. Han vil ikke præcisere, hvorfor det kun er de unge mænd, de går efter. Foran kirken har der siddet vagter fra foreningen Kirkeasyl, og de starter en sms-kæde med informationer om politiets indtrængning. I timerne efter samler der sig omkring 150 demonstranter på gaderne omkring kirken. Flere demonstranter sætter sig ned for at forhindre politiet i at føre de anholdte irakere væk, og der opstår en aggressiv stemning mellem politi og demonstranter. Politiet trækker stave og bruger peberspray for at rydde vejen, og fem demonstranter bliver anholdt. Senere på dagen d. 13. august tvangshjemsendes syv irakere. I fem danske byer samler der sig mange tusind mennesker for at demonstrere for de afviste asylansøgere. Samtidig begynder videooptagelser og vidneberetninger fra nattens aktion at dukke op i medierne, og der rejser sig en voldsom kritik dels af politiets indtrængning og anholdelserne midt om natten, dels af politiets brug af stav og peberspray mod demonstranterne. Særlig en episode med en siddende kvinde, der får otte slag på kroppen, mens hun forsøger at komme væk, vækker harme. Se videoen her. Efterfølgende offentliggør politiet videosekvenser, der er optaget af dem selv under aktionen inde i kirken. Den viser skrækslagne irakere, der reagerer voldsomt på politiets indtrængen. Efter 45 minutter inde i kirken tager politiets hjelme på, fordi der blev kastet glas efter dem. Også politisk er der debat. Det Radikale Venstre kalder rydningen for bestillingsarbejde, sat i gang af Pia Kjærsgaard, mens Socialdemokraterne er splittet i deres holdninger. Per Ramsdal, der er sognepræst i Brorsons Kirke, bliver i september 2009 sigtet for overtrædelse af udlændingeloven for i sommeren 2009 at have bistået afviste asylansøgere med at skjule sig for de danske myndigheder og for at have hjulpet personer, der var eftersøgt af politiet, med at opholde sig ulovligt i landet. Han bliver desuden sigtet for at deltage i at fremskaffe og formidle gemmesteder til de pågældende. Sigtelsen kommer, efter en BT-journalist ringer til ham under dække af at ville stille et kælderrum til rådighed for illegale flygtninge. Journalisten optager samtalen, hvori Per Ramsdal tilkendegiver, at han kan hjælpe. Politiet frafalder sigtelserne mod præsten d. 5. januar, og giver som begrundelse er ""at videre forfølgning ikke kan ventes at føre til, at De findes skyldig til straf"" 12. maj 2010 udtaler statsadvokaten kritik af den betjent, der under rydningen tilførte en siddende kvinde otte slag med sin stav. Politiforbundets formand, Peter Ibsen, tager kritikken til sig, men forventer ikke, at der vil komme en disciplinærstraf til den pågældende betjent. De seneste tal fra Rigspolitiet viser, at der i Danmark d. 10. juli 2010 var 89 irakere i såkaldt udsendelsesposition. Det vil sige, irakere, der har fået afslag på asyl og står til hjemsendelse, men endnu ikke har forladt landet. Siden hjemsendelsesaftalen mellem Danmark og Irak blev indgået 13. maj 2009 er 250 irakere blevet hjemsendt, heraf en del under ledsagelse. I aften d. 12. august 2010 bliver der afholdt mindearrangement for de irakiske asylansøgere. Det foregår i Brorsons Kirke fra kl. 22.00.",Et år efter rydningen af Brorsonskirken,http://dr.dk/nyheder/indland/et-aar-efter-rydningen-af-brorsonskirken,2010-08-12 12:54:00+00:00
2010-05-27T04:00:00+00:00,"En ny undersøgelse fra Dansk Røde kors viser, at asylansøgere ofte krænkes, når de opholder sig i Grækenland. Alligevel sender Danmark flygtninge retur til Grækenland, hvis de er blevet registreret der, før de ankommer hertil. Det er lovligt, fordi asylsager som udgangspunkt skal afgøres i det første EU-land, en ansøger er landet i. Og det er ofte Grækenland. Men en undersøgelse blandt 300 flygtede familier, som Røde Kors har lavet, viser, at omkring en fjerdedel har været udsat for alvorlige krænkelser i Grækenland, fortæller psykolog Ditte Shapiro fra Røde Kors. - Min vurdering er, at mindst en fjerdedel har været udsat for krænkende oplevelser i Grækenland, siger hun. Og det er ikke småting, asylansøgerne udsættes for. - Forældre fortæller, at de er blevet slået af politiet, mens de har holdt deres børn i hånden. En højgravid kvinde måtte ikke komme på hospitalet, da hendes fødsel gik i gang. Og små børn er blevet nægtet lægehjælp, fortæller Ditte Shapiro. De forhold kan ingen sendes tilbage til, mener Dansk Røde Kors. - Vores undersøgelse dokumenterer klart, at asylansøgere behandles umenneskeligt i Grækenland, og derfor skal vi øjeblikkeligt stoppe med at sende asylansøgere tilbage dertil, siger generalsekretær Anders Ladekarl. Asylsager skal som udgangspunkt behandles i det land, som asylansøgeren først lander i indenfor EU. Det sikrer den såkaldte Dublin-forordning. Men Dublin-forordningen giver også medlemslandene ret til selv at behandle asylsager fra ansøgere, der først har været i et andet land. I tilfældet med Grækenland anbefaler FN, at man benytter den mulighed og lader være med at sende flygtninge retur. Men Danmark har siden 2006 tilbagesendt mindst 20 flygtninge til Grækenland. At tallet ikke er højere skyldes blandt andet, at Danmark først sikrer sig, at grækerne vil give flygtningene lov til at søge asyl i landet. Onsdag eftermiddag meddelte Integrationsministeriet, at man ikke længere vil vente på græske garantier, men som udgangspunkt nu automatisk vil sende asylansøgerne tilbage. Det chokerer Dansk Røde Kors. - Det er stærkt overraskende og rystende. Vi fremlægger nu dokumentation for, hvordan asylsøgere behandles i Grækenland. Og svaret er så, at man nu vil sende endnu flere tilbage. Det er umenneskeligt, siger Anders Ladekarl.",Flygtninge sendes til krænkelser i Grækenland,http://dr.dk/nyheder/indland/flygtninge-sendes-til-kraenkelser-i-graekenland,2010-05-27 04:00:00+00:00
2010-02-09T20:48:41+00:00,"Foreningen Kirkeasyl, som sidste år mobiliserede tusinde af mennesker til støtte for en gruppe afviste irakiske asylansøgere, har besluttet at nedlægge sig selv. Det skriver hjemmesiden modkraft.dk Kirkeasyl ser sin rolle som udspillet. Beslutningen om at nedlægge netværket har ifølge foreningens talsmænd været undervejs igennem længere tid. Siden politiets aktion mod Brorson Kirke og de efterfølgende deportationer har asylaktivisterne brugt meget tid på at evaluere begivenhederne, fortæller de to talsmænd. Brorson Kirke blev ryddet af politiet den 13. august under stor mediebevågenhed. Mange af de irakere, som befandt sig i kirken, er senere blevet sendt ud af landet trods Kirkeasyls forsøg på at forhindre det. - Selv om vi ikke har kunnet hindre mange udvisninger, har vi gennem kirkeaktionen og samarbejdet med irakerne fået sat asylpolitikken på dagsordenen. De reelle konsekvenser blev tydelige, nemlig at fraserne om en fast og fair udlændingepolitik er blodig alvor for konkrete mennesker, siger Jakob Hjuler Tamsmark til modkraft.dk. Onsdag den 10. februar opløser Kirkeasyl derfor officielt sig selv. - Vi har ikke længere de samme muligheder for at støtte udvisningstruede irakere. Irakerne befinder sig enten ikke længere her i landet, er gået under jorden eller opholder sig i asylcentrene. Derfor er vores rolle udspillet, siger Laurids Hougaard. Alligevel mener talsmændene, at Kirkeasyls arbejde fra Brorson Kirke har været en succes, der gjorde det muligt for almindelige mennesker, at engagere sig på forskellige måder i dansk asylpolitik. De vil forsøge at føre arbejdet videre i et nyt asylpolitisk netværk, som er i støbeskeen.",Kirkeasyl nedlægger sig selv,http://dr.dk/nyheder/indland/kirkeasyl-nedlaegger-sig-selv,2010-02-09 20:48:41+00:00
2013-09-19T06:15:22+00:00,"Antallet af syriske asylansøgere er steget markant, siden den syriske konflikt brød ud i marts 2011. Det anslås, at hovedparten af syriske asylansøgere opnår asyl. * Juli 2013: 163. * Juni 2013: 122. * Maj 2013: 89. * April 2013: 95. * Marts 2013: 81. * Februar 2013: 68. * Januar 2013: 114. Fordelt på år: * 2013 (efter årets første seks måneder): 732. * 2012: 822. * 2011: 429. (Der tages forbehold for, at der løbende kan forekomme efterkorrektioner til disse tal) Kilde: Udlændingestyrelsen /ritzau/",FAKTA: Så mange syrere søger om asyl i Danmark,http://dr.dk/nyheder/politik/fakta-saa-mange-syrere-soeger-om-asyl-i-danmark,2013-09-19 06:15:22+00:00
2012-07-24T15:13:00+00:00,"Det er en ganske usædvanlig løsning, når Udlændingestyrelsen nu vælger at indkvartere asylansøgere i Odense-bydelen Vollsmose. Det erkender centerdirektør i Udlændingestyrelsen Anni Fode. - Det er en usædvanlig, ren midlertidig løsning at indkvartere i Vollsmose, siger hun om baggrunden for beslutningen. Ifølge Udlændingestyrelsen er det et ekstraordinært pres for at finde indkvarteringspladser, der fører til den ekstraordinære løsning. Indkvarteringen i Vollsmose skal først og fremmest anvendes til børnefamilier fra blandt andet det borgerkrigsramte Syrien, der ifølge styrelsen også i år udgør en af de større asylansøger-nationaliteter. Lige nu drejer det sig om cirka 500 mennesker. Flere politikere har rettet kritik af beslutningen om at indkvartere asylansøgere et sted, der i kritikernes øjne er socialt belastet. Og Anni Fode forstår, at folk kan undre sig. - Jeg har fuld forståelse for, at det opfattes som en usædvanlig disposition at indkvartere asylansøgere i et område med mange udlændinge. - Den midlertidige løsning er dog nødvendig i forhold til det pres, vi i øjeblikket er underlagt, blandt andet med et stigende antal asylansøgere og flere afviste asylansøgere i udsendelsesposition, siger hun og tilføjer: - Alternativet til den midlertidige indkvarteringsløsning i Vollsmose ville have været beboelse for børnefamilier under ringe vilkår og for en meget begrænset periode, der ville betyde nye flytninger for asylansøgerne. Røde Kors vil sørge for undervisning, aktivering og sundhedsbehandling af de asylansøgere, der er indkvarteret i Vollsmose. Udlændingestyrelsen vil sammen med Røde Kors nu tage skridt til at afholde et informationsmøde om indkvarteringen for beboerne i Vollsmose. /ritzau/",Udlændingestyrelsen: Stort asylpres lige nu,http://dr.dk/nyheder/indland/udlaendingestyrelsen-stort-asylpres-lige-nu,2012-07-24 15:13:00+00:00
2013-10-02T04:23:00+00:00,"De nyeste tal fra Udlændingestyrelsen taler sit klare sprog. Syrien er godt på vej til at blive det land, Danmark får flest asylansøgere fra. I hvert fald er der i årets første syv måneder flest asylansøgere fra Syrien. Hver sjette asylansøger i den periode var syrer, viser de foreløbige tal fra Udlændingestyrelsen. Og den tendens genkender politiets Udlændingekontrolafdeling i Padborg, der på det seneste har stoppet minibusser med flygtninge fra Syrien, som er forsøgt smuglet ind i landet. - Indenfor de seneste fjorten dage har vi taget en del, siger vicepolitiinspektør Palle Linné, leder af UKA i Padborg. For tre uger siden havde politiet ikke tilbageholdt syriske flygtninge, men siden da har grænsepolitiet tilbageholdt 46 voksne og 12 børn, der er flygtet fra Syrien. Det er typisk, at nationaliteten af flygtninge, der forsøger at komme illegalt ind i landet, afspejler konflikterne rundt om i verden. De fleste af de syriske flygtninge, som dansk politi stopper, er forsøgt smuglet ind i landet af en sluser, der har dem med i minibusser eller privatbiler. - Enkelte forsøger også at krydse grænsen med tog eller bus, men langt de fleste er i minibusser. Vi har dog ikke stoppet store busser med syriske asylansøgere, som tysk politi har, siger Palle Linné. I årets første syv måneder søgte 732 syrere asyl i Danmark, det er næsten lige så mange som hele sidste år, hvor 822 syrere søgte asyl og var det land med næst flest asylansøgere. I år topper Syrien listen over flest asylansøgere indtil nu, sidste år var Somalia det største asylansøgerland med 919 personer.",Boom i syrere ved grænsen,http://dr.dk/nyheder/regionale/syd/boom-i-syrere-ved-graensen,2013-10-02 04:23:00+00:00
2008-01-21T22:19:00+00:00,"Regeringspartierne og Dansk Folkeparti er godt trætte af, at løsgængeren Pia Christmas Møller - med hjælp fra to grønlandske mandater - har samlet et flertal mod den aftale om de afviste irakiske asylsøgere, VKO indgik i sidste uge. Pia Christmas-Møller får støtte fra Socialdemokratiet, De Radikale, Ny Alliance, SF, Enhedslisten og de to grønlandske folketingsmedlemmer Juliane Henningsen (IA) og Lars-Emil Johansen (Siumut) til at ændre grænsen for, hvornår afviste asylsøgere med børn kan flytte ud af asylcentrene fra tre til to år. I Politiken minder Dansk Folkepartis næstformand Peter Skaarup grønlænderne om, at de får tre milliarder om året i bloktilskud og fortsætter: - Grønlænderne skal være opmærksomme på, at når der sidder en selvstyre kommission og vurderer fremtiden for Grønland, så er der mange ting, som meget hurtigt kan blive relevante, hvis ikke man tænker sig om. Samme holdning har Venstres politiske ordfører, Inger Støjberg, der forventer, at forslaget falder, fordi de to grønlændere afstår fra at stemme. - Jeg må i mit stille sind undre mig over, at man pludselig vil stemme i et dansk indenrigspolitisk spørgsmål, når man samtidig sidder og forhandler om mere selvstyre på Grønland i selvstyrekommissionen. Så på den baggrund regner jeg ikke med, at de stemmer, siger hun til Politiken og afviser dermed, at regeringen for første gang, siden den kom til magten i 2001, skulle havne i en mindretalssituation. De grønlandske folketingsmedlem Lars-Emil Johansen fastholder sin ret til at stemme i sagen, men siger, at han vil genoverveje sine muligheder. - Det kan godt være, at meldingerne kommer til at gøre indtryk, men det kan også være, det virker modsat - det kommer an på tonen, og hvad man truer med, siger Lars-Emil Johansen til Politiken.",Regeringen presser grønlændere,http://dr.dk/nyheder/politik/regeringen-presser-gronlaendere,2008-01-21 22:19:00+00:00
2007-01-07T22:26:00+00:00,"Der skete ikke en utidig indblanding af politiske budskaber i folkekirken, da 11 præster fra Hillerød lørdag holdt forbøns-gudstjeneste for afviste irakiske asylansøgere. Det siger provst for Hillerød Provsti, Poul Henning Bartholin til Frederiksborg Amts Avis. 300 deltog i forbøns-gudstjenesten, mens yderligere 200 lyttede med ved højttalerne udenfor. - Mit umiddelbare indtryk er, at alt var, som det skulle være, og det har jeg fortalt til biskoppen, siger Poul Henning Bartholin.",Præsteaktion for irakere var OK,http://dr.dk/nyheder/indland/praesteaktion-irakere-var-ok,2007-01-07 22:26:00+00:00
